"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST"
"490092","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"18","Not Available","Not Available","Not Available","2117","0.27","0.00","0.67","229","5.37","0.84","9.89","24","Not Available","Not Available","Not Available","2166","1.73","0.00","3.77","Not Available","0.64","0.23","1.05"
"490093","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"94","115.15","78.26","152.05","8533","0.33","0.05","0.61","2198","2.18","0.00","4.58","273","0.45","0.00","2.07","8743","0.71","0.00","1.71","Not Available","0.34","0.13","0.55"
"490094","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1647","0.28","0.00","0.69","29","3.94","0.00","9.00","13","Not Available","Not Available","Not Available","1673","1.50","0.00","3.67","Not Available","0.57","0.12","1.01"
"490097","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"12","Not Available","Not Available","Not Available","2383","0.27","0.00","0.67","118","4.69","0.00","9.43","20","Not Available","Not Available","Not Available","2437","1.30","0.00","3.33","Not Available","0.53","0.12","0.94"
"490098","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"9","Not Available","Not Available","Not Available","4092","0.20","0.00","0.55","430","3.88","0.05","7.71","77","0.66","0.00","2.62","4178","1.12","0.00","2.77","Not Available","0.45","0.12","0.78"
"490101","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"40","91.02","43.93","138.11","6337","0.18","0.00","0.52","2048","2.18","0.00","4.41","245","0.48","0.00","2.16","6287","1.05","0.00","2.28","Not Available","0.37","0.12","0.61"
"490105","Not Available","7","No Different than U.S. National Rate",,"Not Available","7","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","40","0.32","0.00","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","41","1.83","0.00","4.22","Not Available","0.60","0.11","1.10"
"490106","Not Available","7","Number of Cases Too Small","1","Not Available","7","Not Available","7","Number of Cases Too Small","1","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","Not Available","0.61","0.11","1.10"
"490107","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"91","105.65","64.56","146.74","6258","0.18","0.00","0.50","2402","4.64","2.41","6.87","195","0.57","0.00","2.38","6014","1.25","0.06","2.43","Not Available","0.53","0.30","0.77"
"490109","Not Available","7","No Different than U.S. National Rate",,"Not Available","7","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","229","0.31","0.00","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","230","1.81","0.00","4.19","Not Available","0.60","0.12","1.08"
"490110","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"37","120.57","72.20","168.94","3767","0.28","0.00","0.64","1078","2.73","0.00","5.65","96","0.70","0.00","2.72","3947","2.21","0.78","3.64","Not Available","0.57","0.28","0.86"
"490111","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"29","100.01","47.13","152.89","2110","0.42","0.04","0.81","425","2.30","0.00","6.16","61","0.74","0.00","2.82","2214","1.96","0.16","3.76","Not Available","0.55","0.19","0.91"
"490112","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"285","132.06","104.07","160.05","18454","0.14","0.00","0.36","5712","4.52","3.04","6.00","771","2.38","1.16","3.60","19527","1.84","1.15","2.53","Not Available","0.68","0.54","0.82"
"490113","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"42","94.86","49.91","139.82","5542","0.26","0.00","0.60","963","3.98","0.72","7.24","157","0.58","0.00","2.41","5711","1.77","0.43","3.11","Not Available","0.59","0.31","0.87"
"490114","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"3","Not Available","Not Available","Not Available","1685","0.27","0.00","0.68","84","5.05","0.12","9.98","23","Not Available","Not Available","Not Available","1738","2.19","0.11","4.27","Not Available","0.69","0.26","1.12"
"490115","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"23","Not Available","Not Available","Not Available","3019","0.23","0.00","0.61","355","4.41","0.33","8.49","84","1.72","0.00","3.76","3290","2.78","1.10","4.45","Not Available","0.75","0.40","1.09"
"490116","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"21","Not Available","Not Available","Not Available","3046","0.50","0.12","0.88","275","3.69","0.00","7.89","75","2.62","0.61","4.62","3156","1.99","0.30","3.67","Not Available","0.65","0.30","1.00"
"490117","Not Available","7","No Different than U.S. National Rate",,"Not Available","7","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","735","0.30","0.00","0.73","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","748","1.73","0.00","4.06","Not Available","0.58","0.11","1.06"
"490118","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"179","113.02","81.26","144.78","14198","0.24","0.00","0.48","4835","3.89","2.21","5.58","673","1.03","0.00","2.29","15004","2.68","1.96","3.40","Not Available","0.72","0.57","0.87"
"490119","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"72","87.59","47.94","127.23","4993","0.32","0.00","0.66","819","4.80","1.69","7.92","162","1.37","0.00","3.20","5192","0.79","0.00","2.17","Not Available","0.46","0.18","0.73"
"490120","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"111","88.19","50.86","125.52","11472","0.28","0.02","0.54","2394","3.95","1.84","6.05","317","0.48","0.00","2.16","11709","2.32","1.32","3.32","Not Available","0.65","0.45","0.85"
"490122","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"51","103.08","57.50","148.65","6060","0.18","0.00","0.52","2683","1.75","0.00","3.76","108","0.66","0.00","2.63","6179","1.46","0.01","2.91","Not Available","0.45","0.18","0.71"
"490123","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"8","Not Available","Not Available","Not Available","1606","0.38","0.00","0.79","216","4.03","0.00","8.42","49","0.80","0.00","2.95","1681","1.88","0.00","3.81","Not Available","0.61","0.22","1.00"
"490126","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"27","113.44","62.12","164.76","3106","0.25","0.00","0.63","429","2.36","0.00","6.28","26","0.84","0.00","3.05","3193","1.54","0.00","3.47","Not Available","0.46","0.09","0.84"
"490127","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1282","0.29","0.00","0.71","56","3.83","0.00","8.82","40","0.81","0.00","2.98","1326","1.41","0.00","3.51","Not Available","0.52","0.08","0.95"
"490130","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"18","Not Available","Not Available","Not Available","3291","0.24","0.00","0.63","464","3.53","0.00","7.18","59","0.76","0.00","2.85","3403","1.73","0.04","3.42","Not Available","0.54","0.20","0.87"
"490134","Not Available","7","No Different than U.S. National Rate",,"Not Available","7","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","25","0.32","0.00","0.76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","25","1.83","0.00","4.23","Not Available","0.61","0.11","1.10"
